name	Known	Thes_exp	Gencode_annot_all_sRNA	Gencode_annot_all_miRNA	fRNAdb_aligned	noncode_aligned	Fantom_aligned	UTR5	UTR3	Intronic	Exonic	Intergenic	ATACpeak	ATACsummit	ATACannot	Expr_avg	Expr_Stdev
MIMAT0000276	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	7.47058823529412	5.90675087356433
MIMAT0000276_1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0
MIMAT0000278	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	10970.1764705882	6968.54161782878
MIMAT0000279	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	17312.4705882353	10599.4037280267
MIMAT0000280	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	359.352941176471	363.942121287244
MIMAT0000281	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0.882352941176471	0.992619825334483
MIMAT0000318	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	705.117647058824	479.423075471047
MIMAT0000414	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	277001.411764706	121206.64481891
MIMAT0000415	1	1	0	1	1	1	0	0	1	1	1	0	1	0	1	300280.117647059	119434.611320317
MIMAT0000416	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	2.17647058823529	2.87739669922412
MIMAT0000416_1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0.176470588235294	0.392952623996688
MIMAT0000417	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	2051.41176470588	1101.53569272763
MIMAT0000418	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	986.411764705882	746.469528750465
MIMAT0000419	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	16963.7647058824	8953.5287493913
MIMAT0000420	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1214.47058823529	804.636961434088
MIMAT0000421	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
MIMAT0000422	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0
MIMAT0000422_1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
MIMAT0000422_2	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0
MIMAT0000423	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	3.41176470588235	5.25664845135914
MIMAT0000423_1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1.17647058823529	1.18507880105328
MIMAT0000424	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	4415.64705882353	3347.71087724837
MIMAT0000424_1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	292.588235294118	334.731433171343
MIMAT0000425	1	1	0	1	1	0	0	0	1	1	1	0	1	0	1	35.8823529411765	27.1382625478796
MIMAT0000426	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1694.52941176471	1133.17623947287
MIMAT0000427	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0
MIMAT0000427_1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0.0588235294117647	0.242535625036333
MIMAT0000428	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0.176470588235294	0.528594139870924
MIMAT0000428_1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0
MIMAT0000429	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0.117647058823529	0.332105582077536
MIMAT0000430	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	24.8823529411765	28.4162857199467
MIMAT0000430_1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	142.235294117647	137.474329154466
MIMAT0000431	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	3074.11764705882	1437.97978438298
MIMAT0000432	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	43.4117647058824	25.0625687618244
MIMAT0000433	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	45023.5882352941	18980.1545174783
MIMAT0000434	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	18704.0588235294	9860.18751387739
MIMAT0000435	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1015.35294117647	1289.16455219924
MIMAT0000436	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0.411764705882353	0.712287119900726
MIMAT0000437	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	4.23529411764706	6.33965113161507
MIMAT0000438	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1137.52941176471	669.008325587868
MIMAT0000439	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0
MIMAT0000439_1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0
MIMAT0000440	1	1	0	1	1	0	0	1	0	1	1	0	1	0	0	97867.8235294118	52881.1658618114
MIMAT0000441	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0.823529411764706	1.07443555632987
MIMAT0000441_1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	2.11764705882353	1.53632487373181
MIMAT0000441_2	1	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0
MIMAT0000442	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0
MIMAT0000442_1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	2.11764705882353	2.08813172899773
MIMAT0000442_2	1	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0
MIMAT0000443	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	215.411764705882	290.031260992572
MIMAT0000444	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1.94117647058824	1.91932892684182
MIMAT0000445	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	43.4705882352941	25.2886279952542
MIMAT0000446	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	10	8.93028554974588
MIMAT0000447	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1.58823529411765	1.27763568405726
MIMAT0000448	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
MIMAT0000449	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	503850.823529412	250162.15694381
MIMAT0000450	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	3.64705882352941	3.51676656302683
MIMAT0000451	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1417.88235294118	1235.47131099598
MIMAT0000452	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0.0588235294117647	0.242535625036333
MIMAT0000453	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
MIMAT0000454	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	8.35294117647059	6.73555098405643
MIMAT0000455	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	5544.29411764706	2550.2896836611
MIMAT0000456	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	15119.6470588235	6319.35551442131
MIMAT0000457	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	19.5294117647059	10.8864459711309
MIMAT0000458	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	6.88235294117647	8.44010036182314
MIMAT0000459	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0.176470588235294	0.727606875108999
MIMAT0000460	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	8.23529411764706	6.19000617694266
MIMAT0000460_1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	65.8235294117647	51.1031252641627
MIMAT0000461	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	37.8823529411765	23.4304352097362
MIMAT0000462	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0.117647058823529	0.332105582077536
MIMAT0000510	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	20625.5294117647	9371.91669375619
MIMAT0000617	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	2939.70588235294	1615.58204545242
MIMAT0000646	1	1	0	1	0	1	0	0	1	0	1	0	1	0	1	2170646.05882353	838696.185206499
MIMAT0000680	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1473.52941176471	717.078980800499
MIMAT0000681	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	400.235294117647	205.794354092795
MIMAT0000682	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	203.411764705882	96.0202184591411
MIMAT0000683	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0.411764705882353	0.712287119900726
MIMAT0000684	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0
MIMAT0000685	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0.470588235294118	0.874474632195206
MIMAT0000686	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	94.1176470588235	139.641452635375
MIMAT0000687	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0.588235294117647	1.1213175023946
MIMAT0000688	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	13.1176470588235	9.78444143104996
MIMAT0000689	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	387.823529411765	592.81154628749
MIMAT0000690	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	91.8235294117647	57.8815982136353
MIMAT0000691	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	300.941176470588	89.4828688829846
MIMAT0000692	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	40527.8235294118	19202.0883963024
MIMAT0000693	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	9948.70588235294	4500.63228564479
MIMAT0000703	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1065.64705882353	706.38091186488
MIMAT0000705	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	181.764705882353	99.0167469495468
MIMAT0000707	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	14676.8823529412	12644.0275223243
MIMAT0000710	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0.529411764705882	0.717430053979439
MIMAT0000714	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0
MIMAT0000715	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	1.29411764705882	1.57181049598675
MIMAT0000716	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0.0588235294117647	0.242535625036333
MIMAT0000717	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0
MIMAT0000718	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0
MIMAT0000719	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0.0588235294117647	0.242535625036333
MIMAT0000720	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0.0588235294117647	0.242535625036333
MIMAT0000721	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	2.94117647058824	2.79442722743173
MIMAT0000722	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	3	3.46410161513775
MIMAT0000723	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0
MIMAT0000724	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	4.47058823529412	7.91452499410754
MIMAT0000725	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
MIMAT0000726	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0.588235294117647	0.870260272089029
MIMAT0000727	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	586.941176470588	377.395593275186
MIMAT0000728	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	59	43.9061499109179
MIMAT0000729	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
MIMAT0000729_1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
MIMAT0000730	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0.0588235294117647	0.242535625036333
MIMAT0000731	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	504.235294117647	282.315543632423
MIMAT0000732	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	4.70588235294118	3.1576238273889
MIMAT0000733	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	4.70588235294118	3.47787122178124
MIMAT0000734	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
MIMAT0000735	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0.117647058823529	0.485071250072666
MIMAT0000736	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	8.05882352941176	6.50452331300394
MIMAT0000737	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1.70588235294118	1.86295148495448
MIMAT0000738	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1.64705882352941	2.76000852513602
MIMAT0000750	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	15.5882352941176	20.5884033606586
MIMAT0000751	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1961.82352941176	1021.83323219191
MIMAT0000752	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1064.76470588235	587.201682709161
MIMAT0000753	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	4290.41176470588	3360.70742290265
MIMAT0000754	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0.176470588235294	0.392952623996688
MIMAT0000755	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1.29411764705882	0.919558717697852
MIMAT0000756	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	5.76470588235294	5.78283463974098
MIMAT0000757	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	6636.52941176471	6329.95046502782
MIMAT0000758	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	14.0588235294118	13.8495062557989
MIMAT0000759	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	15838.9411764706	8720.34890694309
MIMAT0000760	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	585.764705882353	367.71346341475
MIMAT0000761	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	84.8823529411765	35.5490547570206
MIMAT0000762	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	163	78.9730966848838
MIMAT0000763	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0
MIMAT0000764	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	4027.58823529412	1720.26208246097
MIMAT0000765	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	662.588235294118	1507.19147169593
MIMAT0000770	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0
MIMAT0000771	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0
MIMAT0000772	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	250.470588235294	162.762909490714
MIMAT0000773	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	5.35294117647059	5.39607700638376
MIMAT0001075	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MIMAT0001080	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	5.41176470588235	11.8799138440132
MIMAT0001339	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0.764705882352941	1.39326109203847
MIMAT0001340	1	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0.0588235294117647	0.242535625036333
MIMAT0001341	1	0	0	1	1	1	0	1	0	0	1	0	0	0	1	102.647058823529	76.54977235145
MIMAT0001343	1	1	0	1	1	0	0	1	0	1	1	0	1	0	0	945.764705882353	538.243384702934
MIMAT0001412	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	12.5882352941176	11.0400341005441
MIMAT0001413	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	2602.29411764706	2262.68145031249
MIMAT0001532	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0
MIMAT0001536	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	23.5294117647059	17.87147743983
MIMAT0001541	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	2.76470588235294	2.04723630062292
MIMAT0001545	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0
MIMAT0001545_1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0.647058823529412	0.861769724940212
MIMAT0001618	1	1	0	1	1	0	0	1	0	1	1	0	1	0	0	378.235294117647	189.923843096307
MIMAT0001620	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	43.8235294117647	27.6523852816481
MIMAT0001621	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0.176470588235294	0.392952623996688
MIMAT0001625	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0.0588235294117647	0.242535625036333
MIMAT0001627	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0.705882352941177	0.985184366143778
MIMAT0001629	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
MIMAT0001629_1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
MIMAT0001630	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0
